subset,class,source,group,file,orig,w,h,text_frac_small,text_density
panel,western,us_panel,2142,panel/western/us_panel__2142__60_2.jpg.jpg,comics_panels\2142\60_2.jpg,640,396,0.0951,2464.3
panel,western,us_panel,2142,panel/western/us_panel__2142__60_3.jpg.jpg,comics_panels\2142\60_3.jpg,424,420,0.0754,2319.2
panel,western,us_panel,2142,panel/western/us_panel__2142__61_0.jpg.jpg,comics_panels\2142\61_0.jpg,508,320,0.0489,1070.4
panel,western,us_panel,2142,panel/western/us_panel__2142__61_1.jpg.jpg,comics_panels\2142\61_1.jpg,395,363,0.0692,2134.1
panel,western,us_panel,2142,panel/western/us_panel__2142__61_2.jpg.jpg,comics_panels\2142\61_2.jpg,353,461,0.0752,2636.2
panel,western,us_panel,2142,panel/western/us_panel__2142__61_3.jpg.jpg,comics_panels\2142\61_3.jpg,287,481,0.0605,4237.7
panel,western,us_panel,2142,panel/western/us_panel__2142__61_4.jpg.jpg,comics_panels\2142\61_4.jpg,262,463,0.0147,948.0
panel,western,us_panel,2142,panel/western/us_panel__2142__61_5.jpg.jpg,comics_panels\2142\61_5.jpg,331,475,0.0448,2035.3
panel,western,us_panel,2142,panel/western/us_panel__2142__61_6.jpg.jpg,comics_panels\2142\61_6.jpg,298,448,0.0287,1707.8
panel,western,us_panel,2142,panel/western/us_panel__2142__61_7.jpg.jpg,comics_panels\2142\61_7.jpg,245,494,0.0511,1801.2
panel,western,us_panel,2142,panel/western/us_panel__2142__62_0.jpg.jpg,comics_panels\2142\62_0.jpg,500,407,0.1194,1842.8
panel,western,us_panel,2142,panel/western/us_panel__2142__62_1.jpg.jpg,comics_panels\2142\62_1.jpg,576,372,0.1078,2142.1
panel,western,us_panel,2142,panel/western/us_panel__2142__62_2.jpg.jpg,comics_panels\2142\62_2.jpg,364,457,0.0945,1803.4
panel,western,us_panel,2142,panel/western/us_panel__2142__62_3.jpg.jpg,comics_panels\2142\62_3.jpg,280,508,0.0535,2066.9
panel,western,us_panel,2142,panel/western/us_panel__2142__62_4.jpg.jpg,comics_panels\2142\62_4.jpg,327,475,0.0862,3869.3
panel,western,us_panel,2142,panel/western/us_panel__2142__62_5.jpg.jpg,comics_panels\2142\62_5.jpg,391,422,0.039,2751.5
panel,western,us_panel,2142,panel/western/us_panel__2142__62_6.jpg.jpg,comics_panels\2142\62_6.jpg,515,429,0.0992,1910.1
panel,western,us_panel,2142,panel/western/us_panel__2142__63_0.jpg.jpg,comics_panels\2142\63_0.jpg,389,395,0.0387,1945.9
panel,western,us_panel,2142,panel/western/us_panel__2142__63_1.jpg.jpg,comics_panels\2142\63_1.jpg,538,447,0.0552,1380.5
panel,western,us_panel,2142,panel/western/us_panel__2142__63_2.jpg.jpg,comics_panels\2142\63_2.jpg,526,366,0.0506,1792.1
panel,western,us_panel,2142,panel/western/us_panel__2142__63_3.jpg.jpg,comics_panels\2142\63_3.jpg,298,444,0.0455,2138.9
panel,western,us_panel,2142,panel/western/us_panel__2142__63_4.jpg.jpg,comics_panels\2142\63_4.jpg,341,500,0.0867,3261.0
panel,western,us_panel,2142,panel/western/us_panel__2142__63_5.jpg.jpg,comics_panels\2142\63_5.jpg,491,419,0.1886,3874.0
panel,western,us_panel,2142,panel/western/us_panel__2142__64_0.jpg.jpg,comics_panels\2142\64_0.jpg,484,376,0.1453,3049.7
panel,western,us_panel,2142,panel/western/us_panel__2142__64_1.jpg.jpg,comics_panels\2142\64_1.jpg,417,327,0.1138,3197.4
panel,western,us_panel,2142,panel/western/us_panel__2142__64_2.jpg.jpg,comics_panels\2142\64_2.jpg,457,283,0.0779,2219.1
panel,western,us_panel,2142,panel/western/us_panel__2142__64_3.jpg.jpg,comics_panels\2142\64_3.jpg,429,326,0.0613,4097.1
panel,western,us_panel,2142,panel/western/us_panel__2142__64_4.jpg.jpg,comics_panels\2142\64_4.jpg,451,330,0.0754,4622.7
panel,western,us_panel,2142,panel/western/us_panel__2142__64_5.jpg.jpg,comics_panels\2142\64_5.jpg,466,336,0.0546,2248.1
panel,western,us_panel,2142,panel/western/us_panel__2142__64_6.jpg.jpg,comics_panels\2142\64_6.jpg,640,231,0.2615,8821.9
panel,western,us_panel,2142,panel/western/us_panel__2142__65_0.jpg.jpg,comics_panels\2142\65_0.jpg,337,459,0.0711,5340.0
panel,western,us_panel,2142,panel/western/us_panel__2142__65_1.jpg.jpg,comics_panels\2142\65_1.jpg,339,458,0.0561,3040.0
panel,western,us_panel,2142,panel/western/us_panel__2142__65_2.jpg.jpg,comics_panels\2142\65_2.jpg,267,474,0.0818,3611.0
panel,western,us_panel,2142,panel/western/us_panel__2142__65_3.jpg.jpg,comics_panels\2142\65_3.jpg,364,455,0.0616,1932.1
panel,western,us_panel,2142,panel/western/us_panel__2142__65_4.jpg.jpg,comics_panels\2142\65_4.jpg,549,423,0.0948,7936.2
panel,western,us_panel,2142,panel/western/us_panel__2142__65_5.jpg.jpg,comics_panels\2142\65_5.jpg,502,378,0.0544,1849.7
panel,western,us_panel,2142,panel/western/us_panel__2142__65_6.jpg.jpg,comics_panels\2142\65_6.jpg,390,351,0.0682,3155.8
panel,western,us_panel,2142,panel/western/us_panel__2142__66_0.jpg.jpg,comics_panels\2142\66_0.jpg,640,384,0.057,1825.3
panel,western,us_panel,2142,panel/western/us_panel__2142__66_1.jpg.jpg,comics_panels\2142\66_1.jpg,284,377,0.202,12123.1
panel,western,us_panel,2142,panel/western/us_panel__2142__66_2.jpg.jpg,comics_panels\2142\66_2.jpg,300,286,0.0889,1911.4
panel,western,us_panel,2142,panel/western/us_panel__2142__66_3.jpg.jpg,comics_panels\2142\66_3.jpg,625,321,0.1259,2013.7
panel,western,us_panel,2142,panel/western/us_panel__2142__67_0.jpg.jpg,comics_panels\2142\67_0.jpg,640,307,0.143,2868.6
panel,western,us_panel,2142,panel/western/us_panel__2142__67_1.jpg.jpg,comics_panels\2142\67_1.jpg,337,490,0.0804,2531.3
panel,western,us_panel,2142,panel/western/us_panel__2142__67_2.jpg.jpg,comics_panels\2142\67_2.jpg,640,261,0.2872,2113.7
panel,western,us_panel,2142,panel/western/us_panel__2142__6_0.jpg.jpg,comics_panels\2142\6_0.jpg,432,385,0.1088,4238.8
panel,western,us_panel,2142,panel/western/us_panel__2142__6_1.jpg.jpg,comics_panels\2142\6_1.jpg,444,387,0.0874,3433.7
panel,western,us_panel,2142,panel/western/us_panel__2142__6_2.jpg.jpg,comics_panels\2142\6_2.jpg,264,456,0.1811,18308.1
panel,western,us_panel,2142,panel/western/us_panel__2142__6_3.jpg.jpg,comics_panels\2142\6_3.jpg,363,479,0.1001,7125.7
panel,western,us_panel,2142,panel/western/us_panel__2142__6_4.jpg.jpg,comics_panels\2142\6_4.jpg,243,404,0.0281,1375.1
panel,western,us_panel,2142,panel/western/us_panel__2142__6_5.jpg.jpg,comics_panels\2142\6_5.jpg,640,406,0.1365,8890.1
panel,western,us_panel,2142,panel/western/us_panel__2142__6_6.jpg.jpg,comics_panels\2142\6_6.jpg,358,421,0.0625,2408.5
panel,western,us_panel,2142,panel/western/us_panel__2142__7_0.jpg.jpg,comics_panels\2142\7_0.jpg,259,390,0.0836,8365.5
panel,western,us_panel,2142,panel/western/us_panel__2142__7_1.jpg.jpg,comics_panels\2142\7_1.jpg,384,354,0.1171,10321.0
panel,western,us_panel,2142,panel/western/us_panel__2142__7_2.jpg.jpg,comics_panels\2142\7_2.jpg,390,450,0.1121,9071.2
panel,western,us_panel,2142,panel/western/us_panel__2142__7_3.jpg.jpg,comics_panels\2142\7_3.jpg,522,410,0.0995,3892.2
panel,western,us_panel,2142,panel/western/us_panel__2142__7_4.jpg.jpg,comics_panels\2142\7_4.jpg,424,383,0.0453,1564.1
panel,western,us_panel,2142,panel/western/us_panel__2142__7_5.jpg.jpg,comics_panels\2142\7_5.jpg,303,454,0.0491,2144.5
panel,western,us_panel,2142,panel/western/us_panel__2142__7_6.jpg.jpg,comics_panels\2142\7_6.jpg,326,472,0.0668,4230.8
panel,western,us_panel,2142,panel/western/us_panel__2142__7_7.jpg.jpg,comics_panels\2142\7_7.jpg,301,464,0.0365,1911.7
panel,western,us_panel,2142,panel/western/us_panel__2142__8_0.jpg.jpg,comics_panels\2142\8_0.jpg,328,447,0.0783,3335.2
panel,western,us_panel,2142,panel/western/us_panel__2142__8_1.jpg.jpg,comics_panels\2142\8_1.jpg,301,491,0.0827,7192.6
panel,western,us_panel,2142,panel/western/us_panel__2142__8_2.jpg.jpg,comics_panels\2142\8_2.jpg,276,457,0.0701,4416.0
panel,western,us_panel,2142,panel/western/us_panel__2142__8_3.jpg.jpg,comics_panels\2142\8_3.jpg,613,432,0.0469,3730.9
panel,western,us_panel,2142,panel/western/us_panel__2142__8_4.jpg.jpg,comics_panels\2142\8_4.jpg,275,428,0.0445,3194.6
panel,western,us_panel,2142,panel/western/us_panel__2142__8_5.jpg.jpg,comics_panels\2142\8_5.jpg,436,392,0.1098,5921.2
panel,western,us_panel,2142,panel/western/us_panel__2142__8_6.jpg.jpg,comics_panels\2142\8_6.jpg,496,407,0.1121,5860.1
panel,western,us_panel,2142,panel/western/us_panel__2142__9_0.jpg.jpg,comics_panels\2142\9_0.jpg,256,347,0.0246,1373.4
panel,western,us_panel,2142,panel/western/us_panel__2142__9_1.jpg.jpg,comics_panels\2142\9_1.jpg,410,396,0.0863,6424.0
panel,western,us_panel,2142,panel/western/us_panel__2142__9_2.jpg.jpg,comics_panels\2142\9_2.jpg,243,415,0.0285,2181.6
panel,western,us_panel,2142,panel/western/us_panel__2142__9_3.jpg.jpg,comics_panels\2142\9_3.jpg,479,330,0.0905,5206.6
panel,western,us_panel,2142,panel/western/us_panel__2142__9_4.jpg.jpg,comics_panels\2142\9_4.jpg,413,305,0.0511,2548.3
panel,western,us_panel,2142,panel/western/us_panel__2142__9_5.jpg.jpg,comics_panels\2142\9_5.jpg,474,294,0.0472,2088.2
panel,western,us_panel,2142,panel/western/us_panel__2142__9_6.jpg.jpg,comics_panels\2142\9_6.jpg,580,280,0.0597,2690.9
panel,western,us_panel,2142,panel/western/us_panel__2142__9_7.jpg.jpg,comics_panels\2142\9_7.jpg,527,294,0.0826,5486.1
panel,western,us_panel,2142,panel/western/us_panel__2142__9_8.jpg.jpg,comics_panels\2142\9_8.jpg,431,326,0.0479,3352.2
panel,western,us_panel,2152,panel/western/us_panel__2152__0_0.jpg.jpg,comics_panels\2152\0_0.jpg,640,341,0.0703,1105.8
panel,western,us_panel,2152,panel/western/us_panel__2152__0_1.jpg.jpg,comics_panels\2152\0_1.jpg,567,640,0.1644,2380.8
panel,western,us_panel,2152,panel/western/us_panel__2152__10_0.jpg.jpg,comics_panels\2152\10_0.jpg,508,475,0.1435,4455.0
panel,western,us_panel,2152,panel/western/us_panel__2152__10_1.jpg.jpg,comics_panels\2152\10_1.jpg,395,485,0.0993,3085.0
panel,western,us_panel,2152,panel/western/us_panel__2152__10_2.jpg.jpg,comics_panels\2152\10_2.jpg,468,398,0.0906,5180.8
panel,western,us_panel,2152,panel/western/us_panel__2152__10_3.jpg.jpg,comics_panels\2152\10_3.jpg,411,414,0.1257,8063.3
panel,western,us_panel,2152,panel/western/us_panel__2152__10_4.jpg.jpg,comics_panels\2152\10_4.jpg,455,391,0.1626,5148.8
panel,western,us_panel,2152,panel/western/us_panel__2152__10_5.jpg.jpg,comics_panels\2152\10_5.jpg,400,384,0.0803,3808.6
panel,western,us_panel,2152,panel/western/us_panel__2152__11_0.jpg.jpg,comics_panels\2152\11_0.jpg,488,476,0.1489,9195.5
panel,western,us_panel,2152,panel/western/us_panel__2152__11_1.jpg.jpg,comics_panels\2152\11_1.jpg,334,454,0.1258,8902.9
panel,western,us_panel,2152,panel/western/us_panel__2152__11_2.jpg.jpg,comics_panels\2152\11_2.jpg,521,357,0.1159,5978.6
panel,western,us_panel,2152,panel/western/us_panel__2152__11_3.jpg.jpg,comics_panels\2152\11_3.jpg,396,371,0.0744,2947.3
panel,western,us_panel,2152,panel/western/us_panel__2152__11_4.jpg.jpg,comics_panels\2152\11_4.jpg,254,442,0.0652,2921.6
panel,western,us_panel,2152,panel/western/us_panel__2152__11_5.jpg.jpg,comics_panels\2152\11_5.jpg,307,407,0.068,2288.9
panel,western,us_panel,2152,panel/western/us_panel__2152__11_6.jpg.jpg,comics_panels\2152\11_6.jpg,332,442,0.1153,3625.4
panel,western,us_panel,2152,panel/western/us_panel__2152__12_0.jpg.jpg,comics_panels\2152\12_0.jpg,640,325,0.0383,3944.1
panel,western,us_panel,2152,panel/western/us_panel__2152__12_1.jpg.jpg,comics_panels\2152\12_1.jpg,585,640,0.1548,6330.6
panel,western,us_panel,2152,panel/western/us_panel__2152__13_0.jpg.jpg,comics_panels\2152\13_0.jpg,262,432,0.1398,7589.4
panel,western,us_panel,2152,panel/western/us_panel__2152__13_1.jpg.jpg,comics_panels\2152\13_1.jpg,631,422,0.0794,5359.0
panel,western,us_panel,2152,panel/western/us_panel__2152__13_2.jpg.jpg,comics_panels\2152\13_2.jpg,455,382,0.1308,3636.2
panel,western,us_panel,2152,panel/western/us_panel__2152__13_3.jpg.jpg,comics_panels\2152\13_3.jpg,447,427,0.133,7167.2
panel,western,us_panel,2152,panel/western/us_panel__2152__13_4.jpg.jpg,comics_panels\2152\13_4.jpg,315,408,0.0948,5540.0
panel,western,us_panel,2152,panel/western/us_panel__2152__13_5.jpg.jpg,comics_panels\2152\13_5.jpg,276,416,0.0643,2421.3
panel,western,us_panel,2152,panel/western/us_panel__2152__13_6.jpg.jpg,comics_panels\2152\13_6.jpg,282,416,0.0605,3094.3
panel,western,us_panel,2152,panel/western/us_panel__2152__14_0.jpg.jpg,comics_panels\2152\14_0.jpg,274,431,0.0876,5453.3
panel,western,us_panel,2152,panel/western/us_panel__2152__14_1.jpg.jpg,comics_panels\2152\14_1.jpg,614,409,0.2606,7402.7
panel,western,us_panel,2152,panel/western/us_panel__2152__14_2.jpg.jpg,comics_panels\2152\14_2.jpg,288,358,0.1635,15227.3
panel,western,us_panel,2152,panel/western/us_panel__2152__14_3.jpg.jpg,comics_panels\2152\14_3.jpg,466,472,0.1254,9602.1
panel,western,us_panel,2152,panel/western/us_panel__2152__14_4.jpg.jpg,comics_panels\2152\14_4.jpg,294,459,0.2036,20267.4
panel,western,us_panel,2152,panel/western/us_panel__2152__14_5.jpg.jpg,comics_panels\2152\14_5.jpg,250,418,0.0684,5684.2
panel,western,us_panel,2152,panel/western/us_panel__2152__14_6.jpg.jpg,comics_panels\2152\14_6.jpg,284,442,0.0575,4166.4
panel,western,us_panel,2152,panel/western/us_panel__2152__14_7.jpg.jpg,comics_panels\2152\14_7.jpg,350,421,0.0754,5246.0
panel,western,us_panel,2152,panel/western/us_panel__2152__15_0.jpg.jpg,comics_panels\2152\15_0.jpg,309,460,0.0625,3770.9
panel,western,us_panel,2152,panel/western/us_panel__2152__15_1.jpg.jpg,comics_panels\2152\15_1.jpg,291,427,0.0698,7106.2
panel,western,us_panel,2152,panel/western/us_panel__2152__15_2.jpg.jpg,comics_panels\2152\15_2.jpg,245,421,0.0429,2336.5
panel,western,us_panel,2152,panel/western/us_panel__2152__15_3.jpg.jpg,comics_panels\2152\15_3.jpg,318,400,0.0825,5550.3
panel,western,us_panel,2152,panel/western/us_panel__2152__15_4.jpg.jpg,comics_panels\2152\15_4.jpg,293,394,0.0881,8922.2
panel,western,us_panel,2152,panel/western/us_panel__2152__15_5.jpg.jpg,comics_panels\2152\15_5.jpg,306,365,0.0412,3778.3
panel,western,us_panel,2152,panel/western/us_panel__2152__15_6.jpg.jpg,comics_panels\2152\15_6.jpg,231,401,0.1192,10633.6
panel,western,us_panel,2152,panel/western/us_panel__2152__15_7.jpg.jpg,comics_panels\2152\15_7.jpg,640,394,0.0605,3560.8
panel,western,us_panel,2152,panel/western/us_panel__2152__16_0.jpg.jpg,comics_panels\2152\16_0.jpg,337,398,0.0994,8328.0
panel,western,us_panel,2152,panel/western/us_panel__2152__16_1.jpg.jpg,comics_panels\2152\16_1.jpg,556,430,0.1796,9532.4
panel,western,us_panel,2152,panel/western/us_panel__2152__16_2.jpg.jpg,comics_panels\2152\16_2.jpg,338,420,0.0715,4776.0
panel,western,us_panel,2152,panel/western/us_panel__2152__16_3.jpg.jpg,comics_panels\2152\16_3.jpg,575,399,0.0636,4079.8
panel,western,us_panel,2152,panel/western/us_panel__2152__16_4.jpg.jpg,comics_panels\2152\16_4.jpg,463,353,0.2235,17303.1
panel,western,us_panel,2152,panel/western/us_panel__2152__16_5.jpg.jpg,comics_panels\2152\16_5.jpg,414,404,0.1279,8250.8
panel,western,us_panel,2152,panel/western/us_panel__2152__17_0.jpg.jpg,comics_panels\2152\17_0.jpg,322,411,0.0622,5916.5
panel,western,us_panel,2152,panel/western/us_panel__2152__17_1.jpg.jpg,comics_panels\2152\17_1.jpg,555,392,0.1172,11624.4
panel,western,us_panel,2152,panel/western/us_panel__2152__17_2.jpg.jpg,comics_panels\2152\17_2.jpg,436,406,0.1561,8982.2
panel,western,us_panel,2152,panel/western/us_panel__2152__17_3.jpg.jpg,comics_panels\2152\17_3.jpg,473,470,0.1261,9468.8
panel,western,us_panel,2152,panel/western/us_panel__2152__17_4.jpg.jpg,comics_panels\2152\17_4.jpg,640,294,0.1637,6336.5
panel,western,us_panel,2152,panel/western/us_panel__2152__18_0.jpg.jpg,comics_panels\2152\18_0.jpg,384,423,0.2352,19128.0
panel,western,us_panel,2152,panel/western/us_panel__2152__18_1.jpg.jpg,comics_panels\2152\18_1.jpg,512,437,0.1864,13640.6
panel,western,us_panel,2152,panel/western/us_panel__2152__18_2.jpg.jpg,comics_panels\2152\18_2.jpg,294,385,0.0611,3569.2
panel,western,us_panel,2152,panel/western/us_panel__2152__18_3.jpg.jpg,comics_panels\2152\18_3.jpg,317,445,0.1185,9612.6
panel,western,us_panel,2152,panel/western/us_panel__2152__18_4.jpg.jpg,comics_panels\2152\18_4.jpg,298,476,0.1158,7649.0
panel,western,us_panel,2152,panel/western/us_panel__2152__18_5.jpg.jpg,comics_panels\2152\18_5.jpg,243,404,0.0236,2780.8
panel,western,us_panel,2152,panel/western/us_panel__2152__18_6.jpg.jpg,comics_panels\2152\18_6.jpg,330,429,0.0909,5389.6
panel,western,us_panel,2152,panel/western/us_panel__2152__18_7.jpg.jpg,comics_panels\2152\18_7.jpg,378,366,0.113,6042.7
panel,western,us_panel,2152,panel/western/us_panel__2152__19_0.jpg.jpg,comics_panels\2152\19_0.jpg,281,440,0.0997,2952.1
panel,western,us_panel,2152,panel/western/us_panel__2152__19_1.jpg.jpg,comics_panels\2152\19_1.jpg,307,457,0.0909,4604.5
panel,western,us_panel,2152,panel/western/us_panel__2152__19_2.jpg.jpg,comics_panels\2152\19_2.jpg,259,454,0.1137,8751.0
panel,western,us_panel,2152,panel/western/us_panel__2152__19_3.jpg.jpg,comics_panels\2152\19_3.jpg,272,438,0.052,3844.3
panel,western,us_panel,2152,panel/western/us_panel__2152__19_4.jpg.jpg,comics_panels\2152\19_4.jpg,288,439,0.0884,4785.2
panel,western,us_panel,2152,panel/western/us_panel__2152__19_5.jpg.jpg,comics_panels\2152\19_5.jpg,305,428,0.1271,10311.0
panel,western,us_panel,2152,panel/western/us_panel__2152__19_6.jpg.jpg,comics_panels\2152\19_6.jpg,278,395,0.0917,5800.9
panel,western,us_panel,2152,panel/western/us_panel__2152__19_7.jpg.jpg,comics_panels\2152\19_7.jpg,313,424,0.0608,3526.4
panel,western,us_panel,2152,panel/western/us_panel__2152__19_8.jpg.jpg,comics_panels\2152\19_8.jpg,317,403,0.1185,8634.0
panel,western,us_panel,2152,panel/western/us_panel__2152__1_1.jpg.jpg,comics_panels\2152\1_1.jpg,501,383,0.182,1422.7
panel,western,us_panel,2152,panel/western/us_panel__2152__1_2.jpg.jpg,comics_panels\2152\1_2.jpg,270,276,0.0327,1261.4
panel,western,us_panel,2152,panel/western/us_panel__2152__1_3.jpg.jpg,comics_panels\2152\1_3.jpg,640,308,0.5898,2803.0
panel,western,us_panel,2152,panel/western/us_panel__2152__20_0.jpg.jpg,comics_panels\2152\20_0.jpg,314,436,0.0239,1358.6
panel,western,us_panel,2152,panel/western/us_panel__2152__20_1.jpg.jpg,comics_panels\2152\20_1.jpg,292,423,0.0579,4582.4
panel,western,us_panel,2152,panel/western/us_panel__2152__20_2.jpg.jpg,comics_panels\2152\20_2.jpg,266,420,0.0589,2515.2
panel,western,us_panel,2152,panel/western/us_panel__2152__20_3.jpg.jpg,comics_panels\2152\20_3.jpg,299,364,0.0786,6753.3
panel,western,us_panel,2152,panel/western/us_panel__2152__20_4.jpg.jpg,comics_panels\2152\20_4.jpg,296,395,0.0906,6021.2
panel,western,us_panel,2152,panel/western/us_panel__2152__20_5.jpg.jpg,comics_panels\2152\20_5.jpg,284,454,0.0661,2039.8
panel,western,us_panel,2152,panel/western/us_panel__2152__20_6.jpg.jpg,comics_panels\2152\20_6.jpg,257,418,0.0594,5827.3
panel,western,us_panel,2152,panel/western/us_panel__2152__20_7.jpg.jpg,comics_panels\2152\20_7.jpg,279,398,0.0369,2071.3
panel,western,us_panel,2152,panel/western/us_panel__2152__20_8.jpg.jpg,comics_panels\2152\20_8.jpg,384,389,0.0725,6239.3
panel,western,us_panel,2152,panel/western/us_panel__2152__21_0.jpg.jpg,comics_panels\2152\21_0.jpg,557,305,0.0766,4585.5
panel,western,us_panel,2152,panel/western/us_panel__2152__21_1.jpg.jpg,comics_panels\2152\21_1.jpg,527,640,0.1848,9084.9
panel,western,us_panel,2152,panel/western/us_panel__2152__21_2.jpg.jpg,comics_panels\2152\21_2.jpg,394,514,0.0984,7994.4
panel,western,us_panel,2152,panel/western/us_panel__2152__22_0.jpg.jpg,comics_panels\2152\22_0.jpg,454,405,0.1228,4160.5
panel,western,us_panel,2152,panel/western/us_panel__2152__22_1.jpg.jpg,comics_panels\2152\22_1.jpg,442,402,0.0586,2290.6
panel,western,us_panel,2152,panel/western/us_panel__2152__22_2.jpg.jpg,comics_panels\2152\22_2.jpg,331,411,0.0626,4292.8
panel,western,us_panel,2152,panel/western/us_panel__2152__22_3.jpg.jpg,comics_panels\2152\22_3.jpg,258,439,0.0513,4838.3
panel,western,us_panel,2152,panel/western/us_panel__2152__22_4.jpg.jpg,comics_panels\2152\22_4.jpg,289,434,0.0814,6226.8
panel,western,us_panel,2152,panel/western/us_panel__2152__22_5.jpg.jpg,comics_panels\2152\22_5.jpg,467,435,0.1601,8521.0
panel,western,us_panel,2152,panel/western/us_panel__2152__22_6.jpg.jpg,comics_panels\2152\22_6.jpg,409,381,0.2096,16967.3
panel,western,us_panel,2152,panel/western/us_panel__2152__23_0.jpg.jpg,comics_panels\2152\23_0.jpg,447,408,0.1101,4293.3
panel,western,us_panel,2152,panel/western/us_panel__2152__23_1.jpg.jpg,comics_panels\2152\23_1.jpg,451,405,0.091,6597.1
panel,western,us_panel,2152,panel/western/us_panel__2152__23_2.jpg.jpg,comics_panels\2152\23_2.jpg,640,303,0.1598,3961.1
panel,western,us_panel,2152,panel/western/us_panel__2152__23_3.jpg.jpg,comics_panels\2152\23_3.jpg,352,391,0.1978,13049.3
panel,western,us_panel,2152,panel/western/us_panel__2152__23_4.jpg.jpg,comics_panels\2152\23_4.jpg,343,393,0.0782,5274.5
panel,western,us_panel,2152,panel/western/us_panel__2152__23_5.jpg.jpg,comics_panels\2152\23_5.jpg,225,402,0.0221,1304.6
panel,western,us_panel,2152,panel/western/us_panel__2152__24_0.jpg.jpg,comics_panels\2152\24_0.jpg,313,420,0.0722,3780.6
panel,western,us_panel,2152,panel/western/us_panel__2152__24_1.jpg.jpg,comics_panels\2152\24_1.jpg,284,406,0.0357,2853.3
panel,western,us_panel,2152,panel/western/us_panel__2152__24_2.jpg.jpg,comics_panels\2152\24_2.jpg,259,420,0.0545,3061.2
panel,western,us_panel,2152,panel/western/us_panel__2152__24_3.jpg.jpg,comics_panels\2152\24_3.jpg,432,429,0.0961,3383.2
panel,western,us_panel,2152,panel/western/us_panel__2152__24_4.jpg.jpg,comics_panels\2152\24_4.jpg,458,419,0.1497,7566.4
panel,western,us_panel,2152,panel/western/us_panel__2152__24_5.jpg.jpg,comics_panels\2152\24_5.jpg,330,420,0.1262,6616.2
panel,western,us_panel,2152,panel/western/us_panel__2152__24_6.jpg.jpg,comics_panels\2152\24_6.jpg,570,399,0.1662,10895.7
panel,western,us_panel,2152,panel/western/us_panel__2152__25_0.jpg.jpg,comics_panels\2152\25_0.jpg,467,411,0.083,5793.6
panel,western,us_panel,2152,panel/western/us_panel__2152__25_1.jpg.jpg,comics_panels\2152\25_1.jpg,405,416,0.0753,4463.4
panel,western,us_panel,2152,panel/western/us_panel__2152__25_2.jpg.jpg,comics_panels\2152\25_2.jpg,336,432,0.0798,5187.7
panel,western,us_panel,2152,panel/western/us_panel__2152__25_3.jpg.jpg,comics_panels\2152\25_3.jpg,272,408,0.0516,4009.9
panel,western,us_panel,2152,panel/western/us_panel__2152__25_4.jpg.jpg,comics_panels\2152\25_4.jpg,245,405,0.0483,3839.8
panel,western,us_panel,2152,panel/western/us_panel__2152__25_5.jpg.jpg,comics_panels\2152\25_5.jpg,331,403,0.0392,2571.3
panel,western,us_panel,2152,panel/western/us_panel__2152__25_6.jpg.jpg,comics_panels\2152\25_6.jpg,277,397,0.1024,7811.3
panel,western,us_panel,2152,panel/western/us_panel__2152__25_7.jpg.jpg,comics_panels\2152\25_7.jpg,300,363,0.0796,6730.9
panel,western,us_panel,2152,panel/western/us_panel__2152__26_0.jpg.jpg,comics_panels\2152\26_0.jpg,262,403,0.0404,3352.7
panel,western,us_panel,2152,panel/western/us_panel__2152__26_1.jpg.jpg,comics_panels\2152\26_1.jpg,364,417,0.0667,5823.9
panel,western,us_panel,2152,panel/western/us_panel__2152__26_2.jpg.jpg,comics_panels\2152\26_2.jpg,259,396,0.0252,2115.8
panel,western,us_panel,2152,panel/western/us_panel__2152__26_3.jpg.jpg,comics_panels\2152\26_3.jpg,316,430,0.1042,7521.3
panel,western,us_panel,2152,panel/western/us_panel__2152__26_4.jpg.jpg,comics_panels\2152\26_4.jpg,420,409,0.0744,4878.3
panel,western,us_panel,2152,panel/western/us_panel__2152__26_5.jpg.jpg,comics_panels\2152\26_5.jpg,174,415,0.1137,9887.8
panel,western,us_panel,2152,panel/western/us_panel__2152__26_6.jpg.jpg,comics_panels\2152\26_6.jpg,340,402,0.0949,4799.5
panel,western,us_panel,2152,panel/western/us_panel__2152__26_7.jpg.jpg,comics_panels\2152\26_7.jpg,336,416,0.062,3934.9
panel,western,us_panel,2152,panel/western/us_panel__2152__26_8.jpg.jpg,comics_panels\2152\26_8.jpg,412,392,0.112,7015.3
panel,western,us_panel,2152,panel/western/us_panel__2152__27_0.jpg.jpg,comics_panels\2152\27_0.jpg,280,395,0.0292,2034.4
panel,western,us_panel,2152,panel/western/us_panel__2152__27_1.jpg.jpg,comics_panels\2152\27_1.jpg,287,414,0.0922,7936.5
panel,western,us_panel,2152,panel/western/us_panel__2152__27_2.jpg.jpg,comics_panels\2152\27_2.jpg,311,406,0.0983,7999.0
panel,western,us_panel,2152,panel/western/us_panel__2152__27_3.jpg.jpg,comics_panels\2152\27_3.jpg,407,427,0.0817,4574.5
panel,western,us_panel,2152,panel/western/us_panel__2152__27_4.jpg.jpg,comics_panels\2152\27_4.jpg,455,411,0.1018,4588.1
panel,western,us_panel,2152,panel/western/us_panel__2152__27_5.jpg.jpg,comics_panels\2152\27_5.jpg,307,421,0.0828,6089.1
panel,western,us_panel,2152,panel/western/us_panel__2152__27_6.jpg.jpg,comics_panels\2152\27_6.jpg,324,440,0.0818,6151.8
